,loss,accuracy,val_loss,val_accuracy,Numbers
0,0.027304718270897865,0.9915872812271118,0.018835650756955147,0.9946666955947876,1
1,0.020726732909679413,0.9934285879135132,0.021723194047808647,0.9940000176429749,2
2,0.017632804811000824,0.994603157043457,0.019516073167324066,0.9954285621643066,3
3,0.018498973920941353,0.9944761991500854,0.019492603838443756,0.9943809509277344,4
4,0.017562642693519592,0.9948889017105103,0.02374640665948391,0.9936190247535706,5
5,0.018040554597973824,0.9947618842124939,0.022067135199904442,0.9935238361358643,6
6,0.015799570828676224,0.995206356048584,0.0229156706482172,0.9942857027053833,7
7,0.014520272612571716,0.9953968524932861,0.0299025010317564,0.9929524064064026,8
8,0.015814943239092827,0.9951428771018982,0.021899882704019547,0.9952380657196045,9
9,0.015131548047065735,0.9960317611694336,0.02365545555949211,0.9940000176429749,10
10,0.013318954035639763,0.9960634708404541,0.024200160056352615,0.9939047694206238,11
11,0.016826482489705086,0.9947936534881592,0.03567430377006531,0.9904761910438538,12
12,0.01112192403525114,0.9965079426765442,0.022705212235450745,0.9940952658653259,13
13,0.010892565362155437,0.9963809251785278,0.028524670749902725,0.9937142729759216,14
14,0.011004187166690826,0.9962857365608215,0.02431514300405979,0.9939047694206238,15
15,0.010054453276097775,0.9968571662902832,0.023400774225592613,0.9943809509277344,16
16,0.010507696308195591,0.9966031908988953,0.021503489464521408,0.9953333139419556,17
17,0.010372303426265717,0.9965079426765442,0.029105834662914276,0.9928571581840515,18
18,0.0085462536662817,0.9971110820770264,0.02837645821273327,0.9939047694206238,19
19,0.007454885635524988,0.9976508021354675,0.025338340550661087,0.9953333139419556,20
20,0.008778827264904976,0.997269868850708,0.023310162127017975,0.9945714473724365,21
21,0.008639606647193432,0.9971746206283569,0.026365062221884727,0.9940952658653259,22
22,0.007392555940896273,0.9973650574684143,0.0261756032705307,0.9936190247535706,23
23,0.007172749377787113,0.9977142810821533,0.025298142805695534,0.9942857027053833,24
24,0.0077484119683504105,0.9971428513526917,0.023482315242290497,0.994857132434845,25
25,0.008630176074802876,0.9973650574684143,0.028149671852588654,0.9941904544830322,26
26,0.006804065778851509,0.9975237846374512,0.021505212411284447,0.9951428771018982,27
27,0.0074586449190974236,0.9978412985801697,0.026861462742090225,0.994857132434845,28
28,0.006081548985093832,0.9982222318649292,0.030879266560077667,0.9940000176429749,29
29,0.006787789985537529,0.9979047775268555,0.03249475732445717,0.9936190247535706,30
30,0.007346190977841616,0.9978412985801697,0.031036365777254105,0.9939047694206238,31
31,0.007518465630710125,0.9975555539131165,0.026402948424220085,0.9938095211982727,32
32,0.005689267069101334,0.9980635046958923,0.029382888227701187,0.9940952658653259,33
33,0.005543013568967581,0.9981904625892639,0.03355852887034416,0.9944761991500854,34
34,0.006393049377948046,0.9981269836425781,0.023918062448501587,0.9951428771018982,35
35,0.004607564304023981,0.9984444379806519,0.029934942722320557,0.9942857027053833,36
36,0.005302310921251774,0.9982222318649292,0.02627684362232685,0.9942857027053833,37
37,0.005567700602114201,0.9981904625892639,0.02903616800904274,0.994952380657196,38
38,0.005043488461524248,0.9983809590339661,0.031382422894239426,0.9935238361358643,39
39,0.0057502142153680325,0.9985079169273376,0.027422189712524414,0.9943809509277344,40
40,0.0035256219562143087,0.9987936615943909,0.028300048783421516,0.9950476288795471,41
41,0.005372614599764347,0.9982222318649292,0.03514552861452103,0.9935238361358643,42
42,0.005418435204774141,0.9983491897583008,0.026718413457274437,0.9953333139419556,43
43,0.004291574936360121,0.9986666440963745,0.031072821468114853,0.9940952658653259,44
44,0.004573298152536154,0.9984126687049866,0.03313714265823364,0.9935238361358643,45
45,0.004185711499303579,0.998634934425354,0.031365253031253815,0.9943809509277344,46
46,0.005247132852673531,0.9984444379806519,0.026531029492616653,0.9956190586090088,47
47,0.0028671203181147575,0.9991745948791504,0.03137988969683647,0.994857132434845,48
48,0.004171667154878378,0.9985714554786682,0.0385814793407917,0.9937142729759216,49
49,0.004720647353678942,0.9985396862030029,0.02873128466308117,0.9944761991500854,50
50,0.0029522189870476723,0.9991111159324646,0.027601255103945732,0.9952380657196045,51
51,0.004776481073349714,0.9983809590339661,0.032802604138851166,0.9941904544830322,52
52,0.003363363677635789,0.9987301826477051,0.03130689635872841,0.9946666955947876,53
53,0.0036146037746220827,0.9985079169273376,0.030727185308933258,0.994952380657196,54
54,0.0030454860534518957,0.9990476369857788,0.03184642270207405,0.994857132434845,55
55,0.0029101825784891844,0.9990158677101135,0.030759146437048912,0.9951428771018982,56
56,0.005297424271702766,0.9984126687049866,0.02815631404519081,0.9951428771018982,57
57,0.004380556754767895,0.9985396862030029,0.029814641922712326,0.9950476288795471,58
58,0.0025708372704684734,0.9990476369857788,0.039648640900850296,0.9935238361358643,59
59,0.0036745991092175245,0.9988571405410767,0.03596806526184082,0.9940952658653259,60
60,0.004370068199932575,0.9984444379806519,0.031482893973588943,0.9947618842124939,61
61,0.0023724630009382963,0.9990158677101135,0.0329410694539547,0.9945714473724365,62
62,0.00353253330104053,0.9988253712654114,0.0315496027469635,0.9946666955947876,63
63,0.003247075481340289,0.9991111159324646,0.02805495262145996,0.9958094954490662,64
64,0.004491705913096666,0.998634934425354,0.02938784845173359,0.9955238103866577,65
65,0.0024274573661386967,0.9990476369857788,0.027124915271997452,0.9951428771018982,66
66,0.0036877025850117207,0.9988889098167419,0.035275984555482864,0.9942857027053833,67
67,0.00470440648496151,0.9986031651496887,0.033800702542066574,0.994857132434845,68
68,0.003779268590733409,0.9987301826477051,0.031042320653796196,0.9951428771018982,69
69,0.002938321325927973,0.9990793466567993,0.027584083378314972,0.994857132434845,70
70,0.0038430129643529654,0.9985396862030029,0.032867562025785446,0.9945714473724365,71
71,0.002784000476822257,0.9992380738258362,0.03301335126161575,0.9951428771018982,72
72,0.0031826854683458805,0.9991745948791504,0.0367976613342762,0.9951428771018982,73
73,0.003902506548911333,0.9987936615943909,0.031116437166929245,0.9944761991500854,74
74,0.0029852725565433502,0.9991745948791504,0.0331447459757328,0.9942857027053833,75
75,0.003484683111310005,0.9988571405410767,0.035864148288965225,0.9940000176429749,76
76,0.002764721866697073,0.9990793466567993,0.03205827251076698,0.994857132434845,77
77,0.0029817172326147556,0.9990793466567993,0.04494542255997658,0.9926666617393494,78
78,0.0027725715190172195,0.9990476369857788,0.034087784588336945,0.994857132434845,79
79,0.0019058127654716372,0.9992380738258362,0.031440746039152145,0.9956190586090088,80
80,0.003010093467310071,0.9989523887634277,0.037951815873384476,0.9940000176429749,81
81,0.0026386103127151728,0.9991745948791504,0.030262155458331108,0.9954285621643066,82
82,0.0018720364896580577,0.9994603395462036,0.033412620425224304,0.9956190586090088,83
83,0.0025114822201430798,0.9991111159324646,0.03283938392996788,0.9947618842124939,84
84,0.0035665377508848906,0.9988253712654114,0.036821410059928894,0.9950476288795471,85
85,0.005129880737513304,0.9985396862030029,0.027841482311487198,0.9952380657196045,86
86,0.002421675017103553,0.9993650913238525,0.03138351812958717,0.9947618842124939,87
87,0.0022032272536307573,0.9993016123771667,0.03011457435786724,0.9953333139419556,88
88,0.0025501360651105642,0.9992380738258362,0.036365386098623276,0.9947618842124939,89
89,0.003443066729232669,0.9988253712654114,0.034693144261837006,0.9942857027053833,90
90,0.0027299339417368174,0.9992380738258362,0.03664500638842583,0.9941904544830322,91
91,0.001929266145452857,0.9992698431015015,0.03424923121929169,0.994857132434845,92
92,0.001965220784768462,0.9991428852081299,0.034292083233594894,0.9942857027053833,93
93,0.0015326456632465124,0.9994285702705383,0.03555581346154213,0.9940952658653259,94
94,0.0027918729465454817,0.9991428852081299,0.035277415066957474,0.9942857027053833,95
95,0.001708450959995389,0.9994603395462036,0.03935794159770012,0.9944761991500854,96
96,0.0026372536085546017,0.9990476369857788,0.033843278884887695,0.9952380657196045,97
97,0.003506425069645047,0.9987936615943909,0.03877263516187668,0.9940000176429749,98
98,0.0027307323180139065,0.9990793466567993,0.03460327163338661,0.994857132434845,99
99,0.0021079429425299168,0.9991111159324646,0.033461619168519974,0.9945714473724365,100
100,0.0020178721752017736,0.9994285702705383,0.03886498883366585,0.9943809509277344,101
101,0.001745233777910471,0.9993333220481873,0.039472177624702454,0.9939047694206238,102
102,0.0033282358199357986,0.9989840984344482,0.03525698557496071,0.994857132434845,103
103,0.001944950083270669,0.9993016123771667,0.029896199703216553,0.9955238103866577,104
104,0.0010315277613699436,0.9997143149375916,0.03001595102250576,0.9955238103866577,105
105,0.0010578606743365526,0.9998095035552979,0.03029049001634121,0.9955238103866577,106
106,0.0037853200919926167,0.9986031651496887,0.04504937306046486,0.9934285879135132,107
107,0.0034438783768564463,0.9988889098167419,0.03452417999505997,0.9947618842124939,108
108,0.002677344251424074,0.9991111159324646,0.02751186117529869,0.9957143068313599,109
109,0.0023090478498488665,0.9991745948791504,0.03304396569728851,0.9953333139419556,110
110,0.0023268810473382473,0.9991745948791504,0.028967130929231644,0.9958094954490662,111
111,0.0016827338840812445,0.999396800994873,0.03194604068994522,0.9957143068313599,112
112,0.0019398436415940523,0.9993333220481873,0.038910169154405594,0.9944761991500854,113
113,0.002692147623747587,0.9991111159324646,0.03668930009007454,0.9950476288795471,114
114,0.0021874362137168646,0.9992698431015015,0.0348261334002018,0.9952380657196045,115
115,0.0022343541495501995,0.9992063641548157,0.03555456921458244,0.9944761991500854,116
116,0.0024112530518323183,0.9992698431015015,0.036805231124162674,0.9943809509277344,117
117,0.0021063233725726604,0.9994603395462036,0.03579431027173996,0.9944761991500854,118
118,0.0014133855002000928,0.9994603395462036,0.0380580760538578,0.9944761991500854,119
119,0.002599723171442747,0.9991111159324646,0.045378681272268295,0.9942857027053833,120
120,0.0011372881708666682,0.9994920492172241,0.0412018708884716,0.9942857027053833,121
121,0.0026403970550745726,0.9990793466567993,0.037776559591293335,0.9952380657196045,122
122,0.001933148829266429,0.9994603395462036,0.03995369374752045,0.9945714473724365,123
123,0.0020415561739355326,0.9992698431015015,0.046570442616939545,0.9941904544830322,124
124,0.0022529715206474066,0.9993016123771667,0.03808462247252464,0.9947618842124939,125
125,0.0019785708282142878,0.9994285702705383,0.03869108483195305,0.9947618842124939,126
126,0.00266548921354115,0.9990793466567993,0.048037707805633545,0.9940000176429749,127
127,0.0020605972968041897,0.9993650913238525,0.03660225123167038,0.9955238103866577,128
128,0.0008675868739373982,0.9997143149375916,0.03435477241873741,0.9957143068313599,129
129,0.0022980670910328627,0.9991745948791504,0.03829373046755791,0.9943809509277344,130
130,0.002374394331127405,0.9993650913238525,0.04161139950156212,0.9945714473724365,131
131,0.002298112725839019,0.9993650913238525,0.04437629505991936,0.9937142729759216,132
132,0.0022235186770558357,0.9994603395462036,0.03763103112578392,0.9947618842124939,133
133,0.0021254869643598795,0.9994285702705383,0.03292156755924225,0.9954285621643066,134
134,0.0009553224663250148,0.9996190667152405,0.03372152894735336,0.9957143068313599,135
135,0.001813289592973888,0.999396800994873,0.03657977655529976,0.994952380657196,136
136,0.0010411851108074188,0.9996825456619263,0.036922309547662735,0.9952380657196045,137
137,0.0007480008061975241,0.9997143149375916,0.04276544600725174,0.9946666955947876,138
138,0.002840276574715972,0.9991745948791504,0.04007239639759064,0.9945714473724365,139
139,0.0030998014844954014,0.9990158677101135,0.04104829207062721,0.9939047694206238,140
140,0.003925172612071037,0.9987301826477051,0.032903384417295456,0.9945714473724365,141
141,0.001452315249480307,0.9995872974395752,0.033603038638830185,0.9947618842124939,142
142,0.0014018918154761195,0.9995238184928894,0.03329576551914215,0.9953333139419556,143
143,0.0010004661744460464,0.9997143149375916,0.03241154924035072,0.9954285621643066,144
144,0.0014142802683636546,0.9995555281639099,0.043327298015356064,0.9940000176429749,145
145,0.00272185355424881,0.9991745948791504,0.03937773406505585,0.9945714473724365,146
146,0.001455168821848929,0.9995555281639099,0.040928278118371964,0.9945714473724365,147
147,0.0027961754240095615,0.9990476369857788,0.04337334632873535,0.9936190247535706,148
148,0.001816243166103959,0.9995238184928894,0.04062731936573982,0.9940952658653259,149
149,0.0014929263852536678,0.999396800994873,0.035207245498895645,0.9954285621643066,150
